term,frequency,document_frequency,in_lexicon,current_valence,n_tickers,n_sectors,example_headlines,window_start,window_end,n_headlines_in_window,is_stopword,review_eligible,exclusion_reason
fin,1,1,True,0.0,1,1,"Blue Fin Capital, Inc. Buys Lowe's Inc, NVIDIA Corp, Brookfield Asset Management Inc, Sells ...",2020-01-01,2020-12-31,36955,False,True,
final',1,1,False,,1,1,Airbus offers 'final' concession to ease jet subsidy dispute,2020-01-01,2020-12-31,36955,False,False,trailing hyphen or apostrophe; VADER token mismatch
finalises,1,1,False,,1,1,"China's COMAC finalises C919 design, regulator to oversee final flight tests",2020-01-01,2020-12-31,36955,False,True,
finalist',1,1,False,,1,1,"UPDATE: Five Companies Chosen For 'Vaccine Finalist' Are Moderna, Johnson & Johnson, Merck, Pfizer And AstraZeneca",2020-01-01,2020-12-31,36955,False,False,trailing hyphen or apostrophe; VADER token mismatch
finalization,1,1,False,,1,1,Shares of several oil and gas stocks are trading higher following finalization of production cuts between OPEC+ members in an effort to stabilize oil prices.,2020-01-01,2020-12-31,36955,False,True,
finalized,1,1,False,,1,1,"HHS Announces Shipments of Donated Remdesivir for Hospitalized Patients With Covid-19 from a Donation by Gilead Sciences to the U.S. Which Was Finalized on May 3, 2020",2020-01-01,2020-12-31,36955,False,True,
finals,1,1,False,,1,1,Record-Low NBA Finals Viewership Is Bad for Disney,2020-01-01,2020-12-31,36955,False,True,
financia,1,1,False,,1,1,"Ex-Dividend Reminder: State Auto Financia, Crown Castle International and Hanover Insurance Group",2020-01-01,2020-12-31,36955,False,True,
fine',1,1,False,,1,1,"Starbucks CEO On Coffee Chain's Buyback Program, China Recovery: 'We Are Going To Be Just Fine'",2020-01-01,2020-12-31,36955,False,False,trailing hyphen or apostrophe; VADER token mismatch
finemark,1,1,False,,1,1,"FineMark National Bank & Trust Buys Facebook Inc, The Walt Disney Co, KKR Inc, Sells Boeing ...",2020-01-01,2020-12-31,36955,False,True,
fining,1,1,False,,1,1,FAA proposes fining Boeing $1.25 million over actions at plant,2020-01-01,2020-12-31,36955,False,True,
finkel,1,1,False,,1,1,"Eliot Finkel Investment Counsel, LLC Buys MSC Industrial Direct Co Inc, Sells Sysco Corp, ...",2020-01-01,2020-12-31,36955,False,True,
finmin,1,1,False,,1,1,Europe should use WTO Boeing win to de-escalate EU-US trade spat - German finmin,2020-01-01,2020-12-31,36955,False,True,
fintrust,1,1,False,,1,1,"FinTrust Capital Advisors, LLC Buys Truist Financial Corp, iShares Core S&P 5……, ...",2020-01-01,2020-12-31,36955,False,True,
fios,1,1,False,,1,1,Verizon Halts FiOS Installs Due to COVID-19,2020-01-01,2020-12-31,36955,False,True,
fire-break',1,1,False,,1,1,Retailers urge Welsh govt not to dictate what people can buy in 'fire-break' lockdown,2020-01-01,2020-12-31,36955,False,False,trailing hyphen or apostrophe
firebombed,1,1,False,,1,1,"'The @Starbucks that sits on the skirt of Philadelphia's #CityHall will reopen after being ""firebombed"" by looters over the weekend' -Tweet From CBS Philly",2020-01-01,2020-12-31,36955,False,True,
firepower,1,1,True,0.03,1,1,Fox Is Acquiring More Firepower in the Streaming Wars,2020-01-01,2020-12-31,36955,False,True,
firing,1,1,True,-0.08000000000000002,1,1,Starbucks barista who declined to wear 'PRIDE' T-shirt sues over firing,2020-01-01,2020-12-31,36955,False,True,
first-look,1,1,False,,1,1,"Universal Pictures, LeBron James' SpringHill sign first-look film deal",2020-01-01,2020-12-31,36955,False,True,
first-mover,1,1,False,,1,1,First-Mover Pandemic Disease Fight ETF On The Way,2020-01-01,2020-12-31,36955,False,True,
fiserv's,1,1,False,,1,1,Fiserv's First Data pays $40 mln to settle FTC charges it aided merchants' fraud,2020-01-01,2020-12-31,36955,False,True,
fish',1,1,False,,1,1,'Be one with the fish' aquarium yoga among Hong Kong Ocean Park's new offerings,2020-01-01,2020-12-31,36955,False,False,trailing hyphen or apostrophe; VADER token mismatch
fisher-price,1,1,False,,1,1,"Genius Brands' Rainbow Rangers Now at Walmart, Amazon Under Mattel’s Fisher-Price Banner",2020-01-01,2020-12-31,36955,False,True,
fistel,1,1,False,,1,1,CCI Alert: Johnson Fistel Launches Investigation into Crown Castle International Following ...,2020-01-01,2020-12-31,36955,False,True,
fitbit,1,1,False,,1,1,"BUZZ-U.S. STOCKS ON THE MOVE-Winnebago, BioTelemetry, Fitbit Inc",2020-01-01,2020-12-31,36955,False,True,
fitterling's,1,1,False,,1,1,Top Buys by Top Brass: Chief Executive Officer Fitterling's $492.2K Bet on DOW,2020-01-01,2020-12-31,36955,False,True,
five-month,1,1,False,,1,1,Hong Kong's Disneyland reopens after five-month coronavirus break,2020-01-01,2020-12-31,36955,False,True,
fix's,1,1,False,,1,1,Are Stitch Fix's Sales Secretly Soaring?,2020-01-01,2020-12-31,36955,False,True,
fixed-line,1,1,False,,1,1,Iliad prepares launch of fixed-line services in Italy - sources,2020-01-01,2020-12-31,36955,False,True,
fixes,1,1,False,,1,1,Gilead Fixes the Price of COVID-19 Drug Remdesivir; the Government Secures the Bulk of Its Supply,2020-01-01,2020-12-31,36955,False,True,
fjarde,1,1,False,,1,1,"Fjarde Ap-fonden Buys iShares Core MSCI Emerging Markets, Truist Financial Corp, American ...",2020-01-01,2020-12-31,36955,False,True,
fko,1,1,False,,1,1,"PDP, FKO: Big ETF Outflows",2020-01-01,2020-12-31,36955,False,True,
flailing,1,1,True,-0.034999999999999996,1,1,Airbus Turns Cash Positive as Boeing Keeps Flailing,2020-01-01,2020-12-31,36955,False,True,
flair,1,1,True,0.020000000000000004,1,1,7 Exciting Tech Stocks With International Flair,2020-01-01,2020-12-31,36955,False,True,
flame,1,1,True,-0.045000000000000005,1,1,"Flame Retardant Market Share, Size —…—… &ndash; Business Revenue, Future Growth, ...",2020-01-01,2020-12-31,36955,False,True,
flare-ups,1,1,False,,1,1,Wall Street futures fall as U.S. states rush to contain virus flare-ups,2020-01-01,2020-12-31,36955,False,True,
flashy,1,1,True,0.04000000000000001,1,1,3 Flashy Precious Metals Stocks to Show Off Now,2020-01-01,2020-12-31,36955,False,True,
flat-rolled,1,1,False,,1,1,U.S. Steel Expects Strong Shipments to Aid Flat-Rolled in Q1,2020-01-01,2020-12-31,36955,False,True,
flatbed,1,1,False,,1,1,"Texas-Based Flatbed Carrier With 260 Trucks Shuts Down, Citing Insurance Costs",2020-01-01,2020-12-31,36955,False,True,
flattening,1,1,False,,1,1,Virus surges. Work hours plateau. U.S. may be flattening the wrong curve,2020-01-01,2020-12-31,36955,False,True,
flavors,1,1,False,,1,1,What's in Store for International Flavors (IFF) Q4 Earnings?,2020-01-01,2020-12-31,36955,False,True,
flavors',1,1,False,,1,1,International Flavors' (IFF) Q4 Earnings & Sales Top Estimates,2020-01-01,2020-12-31,36955,False,False,trailing hyphen or apostrophe; VADER token mismatch
fldm,1,1,False,,1,1,"Pre-Market Most Active for Aug 27, 2020 : NIO, CLVS, FLDM, ABT, AAL, COTY, QQQ, SQQQ, LI, CCL, NCLH, ANF",2020-01-01,2020-12-31,36955,False,True,
fledgling,1,1,True,-0.005000000000000001,1,1,How Amazon's E-Commerce Dominance Enables Its Fledgling Logistics Business,2020-01-01,2020-12-31,36955,False,True,
flee,1,1,True,-0.05500000000000001,1,1,Fallen Angels to Buy Before They Flee? ETF & Stocks in Focus,2020-01-01,2020-12-31,36955,False,True,
fleece,1,1,True,-0.015,1,1,"How Trading Your Own Retirement Can Fleece Your Financial Future - March 17, 2020",2020-01-01,2020-12-31,36955,False,True,
fleeing,1,1,False,,1,1,Here's Why Tech Companies Are Fleeing Silicon Valley,2020-01-01,2020-12-31,36955,False,True,
fleet-icmm,1,1,False,,1,1,Mining industry making headway on zero emissions truck fleet-ICMM,2020-01-01,2020-12-31,36955,False,True,
fleming,1,1,False,,1,1,"Stonehage Fleming Financial Services Holdings Ltd Buys Colgate-Palmolive Co, Edwards ...",2020-01-01,2020-12-31,36955,False,True,
flew,1,1,False,,1,1,Why These 2 Stocks Flew Higher on Friday,2020-01-01,2020-12-31,36955,False,True,
flexnav,1,1,False,,1,1,Abbott Receives EU Approval For FlexNav Delivery System,2020-01-01,2020-12-31,36955,False,True,
flhy,1,1,False,,1,1,"OIH, FLHY: Big ETF Outflows",2020-01-01,2020-12-31,36955,False,True,
fliers,1,1,False,,1,1,"POLL-U.S. fliers less familiar with Boeing 737 MAX crashes two years on, but wary when reminded",2020-01-01,2020-12-31,36955,False,True,
flight-ready,1,1,False,,1,1,Bezos' Blue Origin to deliver first flight-ready rocket engines next summer -ULA CEO,2020-01-01,2020-12-31,36955,False,True,
flight-to-safety,1,1,False,,1,1,Daily Markets: Has The Flight-to-Safety Trade Ended Already?,2020-01-01,2020-12-31,36955,False,True,
flightaware,1,1,False,,1,1,"Boeing, Transport Canada pilots to conduct 737 MAX flight test - source, flightaware data",2020-01-01,2020-12-31,36955,False,True,
flinch,1,1,True,-0.04000000000000001,1,1,3 Rock Solid Dividend Stocks That Won't Flinch if the Market Crashes Again,2020-01-01,2020-12-31,36955,False,True,
fling,1,1,False,,1,1,"May Market Outlook: No Spring Fling This Year As Dismal Data, Weak Earnings Seen Ahead",2020-01-01,2020-12-31,36955,False,True,
flnt,1,1,False,,1,1,"Notable Wednesday Option Activity: DIS, EDIT, FLNT",2020-01-01,2020-12-31,36955,False,True,
flock,1,1,True,0.005000000000000001,1,1,Bored bank customers flock to day-trading platforms during pandemic,2020-01-01,2020-12-31,36955,False,True,
floodgates,1,1,False,,1,1,This Survey Shows Why the Streaming Floodgates Are About to Open,2020-01-01,2020-12-31,36955,False,True,
floods,1,1,False,,1,1,Oil Stocks Are Drowning as Saudi Arabia Floods the Market,2020-01-01,2020-12-31,36955,False,True,
flopped,1,1,False,,1,1,Gilead's Remdesivir Reportedly Flopped in Chinese COVID-19 Study,2020-01-01,2020-12-31,36955,False,True,
flopped',1,1,False,,1,1,Hearing Author Of Gilead Study Disputes Characterization Drug 'Flopped',2020-01-01,2020-12-31,36955,False,False,trailing hyphen or apostrophe; VADER token mismatch
flossbach,1,1,False,,1,1,"Flossbach von Storch AG Zurich Buys Barrick Gold Corp, Adobe Inc, Amazon. ...",2020-01-01,2020-12-31,36955,False,True,
floundering,1,1,False,,1,1,Stay on the Sidelines With Floundering Wells Fargo Stock,2020-01-01,2020-12-31,36955,False,True,
flourishing,1,1,False,,1,1,Which Companies Are Flourishing In A Covid-19 World?,2020-01-01,2020-12-31,36955,False,True,
flower,1,1,False,,1,1,UPDATE: Tigress's Feinseth Says 'I think that Netflix will continue to be a large buyer of content as well as developer and so will Apple and Amazon'; Notes Apple Outbid Netflix For Scorsese's 'Killers of the Flower Moon' And Tom Hanks' 'The Greyhound',2020-01-01,2020-12-31,36955,False,True,
flr,1,1,False,,1,1,"Noteworthy Friday Option Activity: FLR, IART, TTWO",2020-01-01,2020-12-31,36955,False,True,
fluent,1,1,True,0.05,1,1,"Fluent Financial, LLC Buys 'M Co, Bristol-Myers Squibb Company, Texas Instruments Inc, Sells ...",2020-01-01,2020-12-31,36955,False,True,
fluke,1,1,False,,1,1,Take-Two Interactive’s Record Growth Isn’t a Fluke,2020-01-01,2020-12-31,36955,False,True,
fluor,1,1,False,,1,1,"Ex-Dividend Reminder: Fluor, Sherwin-Williams and TransAlta",2020-01-01,2020-12-31,36955,False,True,
flurry,1,1,False,,1,1,Nike Attracts a 30% Price Target Gain Amid a Flurry of Bullish Analyst Interest,2020-01-01,2020-12-31,36955,False,True,
flush,1,1,True,-0.025,1,1,Shake Shack Begins a New Era of Restaurant Development Flush With Cash,2020-01-01,2020-12-31,36955,False,True,
flux,1,1,False,,1,1,Why the Nikola Deal Is in Flux,2020-01-01,2020-12-31,36955,False,True,
flyer,1,1,False,,1,1,Let High Flyer Fulgent Genetics Take a Breather Before Dipping In,2020-01-01,2020-12-31,36955,False,True,
fmcg,1,1,False,,1,1,"Good Growth Opportunities In FMCG Print Label Market —…—…| Avery Dennison, Bemis, CCL ...",2020-01-01,2020-12-31,36955,False,True,
fms,1,1,False,,1,1,"Health Care Sector Update for 02/20/2020: TOCA, FMS, TEVA, JNJ, ABT, MRK, PFE, AMGN",2020-01-01,2020-12-31,36955,False,True,
fnf,1,1,False,,1,1,"After Hours Most Active for Dec 31, 2020 : MGM, SLCA, FNF, WFC, GRUB, CWK",2020-01-01,2020-12-31,36955,False,True,
fnjn,1,1,False,,1,1,"Technology Sector Update for 01/24/2020: FNJN,AVGO,ERIC,AAPL,INTC",2020-01-01,2020-12-31,36955,False,True,
focus-amazon,1,1,False,,1,1,FOCUS-Amazon to face U.S. union push in year ahead,2020-01-01,2020-12-31,36955,False,True,
focus-amid,1,1,False,,1,1,"FOCUS-Amid pandemic, investors bet on India's Jio and its giant-killer playbook",2020-01-01,2020-12-31,36955,False,True,
focus-can,1,1,False,,1,1,FOCUS-Can Liberty Oil maverick's corporate culture survive the U.S. shale bust?,2020-01-01,2020-12-31,36955,False,True,
focus-caterpillar,1,1,False,,1,1,FOCUS-Caterpillar bets on self-driving machines impervious to pandemics,2020-01-01,2020-12-31,36955,False,True,
focus-chevron,1,1,False,,1,1,FOCUS-Chevron bets on Middle East gas riches and reconciliation,2020-01-01,2020-12-31,36955,False,True,
focus-china's,1,1,False,,1,1,FOCUS-China's Hengli makes bold $20 bln bet to spin coal into fabric,2020-01-01,2020-12-31,36955,False,True,
focus-clash,1,1,False,,1,1,FOCUS-Clash of consoles: New PlayStation and Xbox enter $150 billion games arena - fight!,2020-01-01,2020-12-31,36955,False,True,
focus-coca-cola,1,1,False,,1,1,"FOCUS-Coca-Cola bottlers are feeling flat, even as U.S. grocery sales sparkle",2020-01-01,2020-12-31,36955,False,True,
focus-crimped,1,1,False,,1,1,FOCUS-Crimped U.S. dry ice supply complicates rural U.S. vaccine release,2020-01-01,2020-12-31,36955,False,True,
focus-delta,1,1,False,,1,1,"FOCUS-Delta doubles cabin cleaners in 'pit stop' revamp, buys kits to test for germs",2020-01-01,2020-12-31,36955,False,True,
focus-europe's,1,1,False,,1,1,FOCUS-Europe's Detroit? Pandemic bursts Toulouse aerospace bubble,2020-01-01,2020-12-31,36955,False,True,
focus-fears,1,1,False,,1,1,"FOCUS-Fears of coronavirus second wave prompt flu push at U.S. pharmacies, drugmakers",2020-01-01,2020-12-31,36955,False,True,
focus-gap,1,1,False,,1,1,FOCUS-Gap rushes in more robots to warehouses to solve virus disruption,2020-01-01,2020-12-31,36955,False,True,
focus-global,1,1,False,,1,1,FOCUS-Global banks left on the sidelines in Brazil's IPO boom,2020-01-01,2020-12-31,36955,False,True,
focus-last,1,1,False,,1,1,"FOCUS-Last in, first out: Female pilots bear brunt of airline job cuts",2020-01-01,2020-12-31,36955,False,True,
focus-manufacturers,1,1,False,,1,1,FOCUS-Manufacturers hunt for deals amid pandemic wreckage,2020-01-01,2020-12-31,36955,False,True,
focus-microsoft,1,1,False,,1,1,FOCUS-Microsoft quietly prepares to avoid spotlight under Biden,2020-01-01,2020-12-31,36955,False,True,
focus-next,1,1,False,,1,1,FOCUS-Next big COVID-19 treatment may be manufactured antibodies,2020-01-01,2020-12-31,36955,False,True,
focus-ocean,1,1,False,,1,1,FOCUS-Ocean shipping shrinks as pandemic pummels retailers,2020-01-01,2020-12-31,36955,False,True,
focus-pipe,1,1,False,,1,1,FOCUS-Pipe dreams leave U.S. energy firms caught in climate trap,2020-01-01,2020-12-31,36955,False,True,
focus-risk,1,1,False,,1,1,FOCUS-Risk haunts Societe Generale's Oudea in elusive hunt for growth,2020-01-01,2020-12-31,36955,False,True,
focus-scared,1,1,False,,1,1,FOCUS-Scared of COVID-19 this Halloween? Hershey is making an ad for that,2020-01-01,2020-12-31,36955,False,True,
focus-scientists,1,1,False,,1,1,"FOCUS-Scientists see downsides to top COVID-19 vaccines from Russia, China",2020-01-01,2020-12-31,36955,False,True,
focus-skin,1,1,False,,1,1,FOCUS-Skin whitening creams remain online despite mercury findings,2020-01-01,2020-12-31,36955,False,True,
focus-touchless,1,1,False,,1,1,FOCUS-Touchless lattes and self-service kiosks: office break rooms go virus-proof,2020-01-01,2020-12-31,36955,False,True,
focus-uniqlo,1,1,False,,1,1,"FOCUS-Uniqlo revives Jil Sander tie-up in post-pandemic, upmarket push",2020-01-01,2020-12-31,36955,False,True,
focus-vaccine,1,1,False,,1,1,FOCUS-Vaccine carrots or sticks? U.S. businesses grapple with getting employees inoculated,2020-01-01,2020-12-31,36955,False,True,
focuss,1,1,False,,1,1,"Dow Jones Futures: Coronavirus Stock Market Rally Awaits OPEC+ Production Deal; Microsoft, Netflix, Nvidia, Veeva, MSCI, Gilead, Apple Supplier Lumentum In FocusS",2020-01-01,2020-12-31,36955,False,True,
fog,1,1,True,-0.025,1,1,"When the Virus Fog Lifts, Will Delta Air Lines Stock Be Flying Again?",2020-01-01,2020-12-31,36955,False,True,
foghorn,1,1,False,,1,1,"Foghorn Therapeutics, Merck Enter Strategic Collaboration - Quick Facts",2020-01-01,2020-12-31,36955,False,True,
foiled,1,1,False,,1,1,Gold Foiled in its Fourth Foray for 1700,2020-01-01,2020-12-31,36955,False,True,
followed,1,1,False,,1,1,Coca-Cola Stock Outlook: Correction Followed By Rewards,2020-01-01,2020-12-31,36955,False,True,
followers,1,1,False,,1,1,The Stark Reality Buffett Followers Must Face,2020-01-01,2020-12-31,36955,False,True,
fomo,1,1,False,,1,1,Full On FOMO,2020-01-01,2020-12-31,36955,False,True,
foodie's,1,1,False,,1,1,A Foodie's Guide To Valentine's Day 2020,2020-01-01,2020-12-31,36955,False,True,
fool-style,1,1,False,,1,1,Retail Tournament: Motley Fool-Style,2020-01-01,2020-12-31,36955,False,True,
foolin',1,1,False,,1,1,No Foolin': ADP Report Better than Expected,2020-01-01,2020-12-31,36955,False,False,trailing hyphen or apostrophe; VADER token mismatch
foolish,1,1,True,-0.03,1,1,Stock's Rise Sharply Making Anyone That Defy's It Look Foolish,2020-01-01,2020-12-31,36955,False,True,
foolproof,1,1,True,1.6,1,1,Foolproof Financial Stocks to Trade into 2020 and Beyond,2020-01-01,2020-12-31,36955,False,True,
footbal,1,1,False,,1,1,UPDATE: EA Says EA Sports Madden Franchise Will Exclusively Create Authentic Footbal Simulation Games,2020-01-01,2020-12-31,36955,False,True,
forage,1,1,False,,1,1,"Forage Seeds Market Size, Share, Global Trends, Comprehensive Research Study, Development ...",2020-01-01,2020-12-31,36955,False,True,
forays,1,1,False,,1,1,Intel (INTC) Forays Into GPU Arena With New Xe DG1 Card,2020-01-01,2020-12-31,36955,False,True,
forbes',1,1,False,,1,1,NextEra Energy named to Forbes' list of America's Best Employers for Diversity for third ...,2020-01-01,2020-12-31,36955,False,False,trailing hyphen or apostrophe; VADER token mismatch
ford's,1,1,False,,1,1,3M and Ford's Powered Air-Purifying Respirators Begin to Ship,2020-01-01,2020-12-31,36955,False,True,
